Runtime (microseconds), 20224
Generation, Fitness Island 0, Fitness Island 1, Fitness Island 2, Fitness Island 3, Fitness Island 4, Fitness Island 5, Fitness Island 6, Fitness Island 7
0, 37, 42, 40, 41, 38, 36, 39, 39, 
1, 39, 42, 41, 41, 40, 39, 39, 40, 
2, 41, 43, 41, 42, 46, 42, 42, 40, 
3, 43, 43, 43, 42, 44, 43, 43, 43, 
4, 43, 45, 45, 43, 47, 44, 45, 43, 
5, 44, 47, 46, 45, 48, 45, 47, 44, 
6, 45, 49, 47, 47, 47, 46, 46, 46, 
7, 49, 52, 48, 48, 48, 46, 48, 47, 
8, 50, 53, 49, 48, 50, 48, 50, 49, 
9, 51, 52, 51, 51, 51, 49, 50, 49, 
10, 51, 53, 50, 54, 51, 49, 52, 49, 
11, 52, 53, 50, 55, 51, 51, 52, 52, 
12, 52, 53, 51, 56, 53, 53, 54, 54, 
13, 51, 53, 53, 54, 53, 54, 55, 52, 
14, 53, 54, 53, 57, 53, 55, 56, 53, 
15, 53, 55, 54, 57, 53, 55, 55, 53, 
16, 53, 55, 56, 57, 53, 56, 56, 57, 
17, 56, 55, 56, 58, 55, 57, 56, 57, 
18, 56, 57, 58, 58, 55, 57, 57, 57, 
19, 57, 57, 58, 59, 56, 57, 58, 58, 
20, 57, 58, 59, 59, 57, 57, 58, 58, 
21, 58, 58, 59, 59, 58, 58, 59, 58, 
22, 60, 59, 59, 60, 58, 58, 59, 58, 
23, 60, 60, 58, 60, 59, 59, 59, 59, 
24, 60, 61, 60, 60, 59, 58, 60, 59, 
25, 60, 61, 60, 59, 61, 58, 60, 62, 
26, 60, 61, 61, 60, 60, 59, 61, 61, 
27, 62, 61, 60, 60, 60, 60, 61, 62, 
28, 63, 61, 62, 61, 61, 60, 61, 61, 
29, 63, 62, 62, 60, 61, 60, 62, 62, 
30, 63, 62, 62, 60, 60, 60, 62, 63, 
31, 63, 62, 61, 62, 61, 61, 62, 63, 
32, 63, 62, 63, 62, 63, 63, 63, 63, 
33, 63, 62, 62, 62, 62, 63, 62, 63, 
34, 62, 63, 63, 63, 63, 63, 63, 63, 
35, 62, 62, 63, 63, 63, 63, 62, 63, 
36, 63, 63, 63, 62, 63, 64, 62, 63, 
